기업명,인증연도,제품명
토토기기한국,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
우성전기,2024,[210] LED 등기구
꿈동산장애인표준사업장,2024,[265] 발광다이오드 전광판
건하인스텍,2024,[210] LED 등기구
한동아스콘,2024,[743] 무기성 토목·건축 자재
에코리빙,2024,[248] 벽 및 천장 마감재
레젠,2024,[210] LED 등기구
좋은아침,2024,[321] 화장지
일신산업,2024,[246] 실내용 바닥 장식재
이엠,2024,[606] 포장재
티제이에스,2024,[332] 화장품 용기
한길,2024,[744] 슬래그 가공 제품
씨티씨바이오,2024,[305] 다목적 세정제
뉴빛테크,2024,[210] LED 등기구
한국엘이디,2024,[209] 일반조명용 LED 램프
신흥산업,2024,[743] 무기성 토목·건축 자재
경기도장애인기업,2024,[102] 사무용지
창민케미칼,2024,[606] 포장재
테마이엔씨,2024,[265] 발광다이오드 전광판
문광산업개발,2024,[743] 무기성 토목·건축 자재
대림프라스틱,2024,[721] 합성수지 제품
더블엠,2024,[174] 사무용 칸막이
아루마산업,2024,[244] 건설용 방수재
부여아스콘,2024,[743] 무기성 토목·건축 자재
골든팩키지,2024,[606] 포장재
흥덕산업,2024,[245] 투수 콘크리트 제품
에스제이시스템,2024,[209] 일반조명용 LED 램프
엔에프씨,2024,[252] 장식용 합성수지 시트
예손기업,2024,[248] 벽 및 천장 마감재
에코매스,2024,[724] 생분해성 수지 제품
대영라이팅,2024,[209] 일반조명용 LED 램프
신기,2024,[241] 페인트
보영금속,2024,[742] 주물용 동 합금
현대이텔레콤,2024,[265] 발광다이오드 전광판
코스모비전,2024,[265] 발광다이오드 전광판
페인트 대장,2024,[241] 페인트
코퍼스,2024,[172] 가구
에펠,2024,[210] LED 등기구
에코리치,2024,[241] 페인트
한라시멘트,2024,[744] 슬래그 가공 제품
워터웍스유진,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
쏠라페,2024,[210] LED 등기구
제이엔보강토,2024,[245] 투수 콘크리트 제품
젠터스,2024,[209] 일반조명용 LED 램프
사모스,2024,[172] 가구
전우자활용사촌,2024,[250] 창호 및 창호부속품
에스와이,2024,[252] 장식용 합성수지 시트
워터엠시스,2024,[225] 수도 계량기
제이투컴퍼니,2024,[210] LED 등기구
디오씨,2024,[210] LED 등기구
크린텍개발,2024,[244] 건설용 방수재
유니테크,2024,[607] 수처리제
씨앤에스,2024,[304] 업소용 식기세척기용 세제
에스스페이스,2024,[174] 사무용 칸막이
더원코리아,2024,[252] 장식용 합성수지 시트
신우산업,2024,[721] 합성수지 제품
"Zhejiang Hisun Biomaterials Co.,Ltd.",2024,[724] 생분해성 수지 제품
대성케미칼,2024,[243] 보온·단열재
에스디워크 서울지사,2024,[102] 사무용지
에스디워크 새로운세상,2024,[101] 인쇄용지
아이원,2024,[172] 가구
성지,2024,[245] 투수 콘크리트 제품
엠제이로드텍,2024,[241] 페인트
서울콘크리트,2024,[745] 블록·타일·판재류
우드원,2024,[246] 실내용 바닥 장식재
드림제지,2024,[321] 화장지
삼창윈도우,2024,[250] 창호 및 창호부속품
양지아스콘,2024,[743] 무기성 토목·건축 자재
케이앤에스,2024,[304] 업소용 식기세척기용 세제
일진전기,2024,[207] 전선케이블
한동알앤씨,2024,[746] 골재 및 미분말
금풍화성,2024,[246] 실내용 바닥 장식재
고려티에스아이,2024,[265] 발광다이오드 전광판
세창아스콘,2024,[743] 무기성 토목·건축 자재
애니콜세라픽,2024,[244] 건설용 방수재
세양,2024,[253] 이중 바닥재
포항아스콘,2024,[743] 무기성 토목·건축 자재
통일전자공업,2024,[763] 전기·전자 제품용 부품
성일공업,2024,[250] 창호 및 창호부속품
목본산업,2024,[241] 페인트
인선기업,2024,[746] 골재 및 미분말
다솔산업,2024,[746] 골재 및 미분말
대한민국상이군경회울산지부 제지사업소,2024,[321] 화장지
두레콤,2024,[225] 수도 계량기
애플비세라믹,2024,[228] 소변기
코어바이오,2024,[305] 다목적 세정제
삼성,2024,[743] 무기성 토목·건축 자재
팜파스,2024,[321] 화장지
한국남동발전,2024,[746] 골재 및 미분말
케이지케미칼,2024,[607] 수처리제
아름다운환경건설,2024,[721] 합성수지 제품
에이치피코리아,2024,[147] 컴퓨터용 모니터
디앤이엔지,2024,[250] 창호 및 창호부속품
서부테크,2024,[210] LED 등기구
썬앤문바이오,2024,[305] 다목적 세정제
휴비스,2024,[314] 직물·편물 원단 및 단순가공품
원라이팅,2024,[210] LED 등기구
태주공업,2024,[210] LED 등기구
미지에너텍,2024,[703] 태양전지 및 자가발전 장치 사용 제품
동보이앤시,2024,[746] 골재 및 미분말
금강아스콘,2024,[743] 무기성 토목·건축 자재
에스씨아이,2024,[608] 탈취제
맥스웰테크,2024,[209] 일반조명용 LED 램프
엘지전자,2024,[262] 히트펌프 시스템
한국기초소재,2024,[744] 슬래그 가공 제품
동신제지,2024,[321] 화장지
대신아스콘,2024,[743] 무기성 토목·건축 자재
투데코,2024,[727] 바이오매스 합성수지 제품
사회복지법인동방사회복지회,2024,[101] 인쇄용지
켐텍,2024,[221] 수도꼭지
대신건기산업,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
청수계기,2024,[721] 합성수지 제품
스페이스컬쳐,2024,[723] 목재 성형제품
세원건설,2024,[241] 페인트
선호라이팅,2024,[209] 일반조명용 LED 램프
태경포리마,2024,[103] 종이 점착테이프 및 종이 점착시트
수성산업,2024,[743] 무기성 토목·건축 자재
세림산업,2024,[228] 소변기
만평산업,2024,[721] 합성수지 제품
에스지코리아,2024,[221] 수도꼭지
성인,2024,[746] 골재 및 미분말
제일산업개발,2024,[746] 골재 및 미분말
동성화학,2024,[721] 합성수지 제품
대신전선,2024,[207] 전선케이블
스폰지마트,2024,[305] 다목적 세정제
명진환경산업,2024,[743] 무기성 토목·건축 자재
태민산업,2024,[243] 보온·단열재
럭키산업,2024,[250] 창호 및 창호부속품
비엔피,2024,[104] 토너카트리지
금성기업,2024,[243] 보온·단열재
상신브레이크,2024,[507] 비석면 운송 부품
성문산업,2024,[241] 페인트
대운엘앤씨,2024,[209] 일반조명용 LED 램프
나진에코,2024,[746] 골재 및 미분말
한일,2024,[723] 목재 성형제품
이노바텍,2024,[610] 제설제
엘림보호작업장,2024,[606] 포장재
대명아스콘,2024,[743] 무기성 토목·건축 자재
씨피에스,2024,[721] 합성수지 제품
안국인더스트리,2024,[721] 합성수지 제품
대창스틸,2024,[253] 이중 바닥재
아이바닥,2024,[246] 실내용 바닥 장식재
카드네이션,2024,[721] 합성수지 제품
쌍용기초소재,2024,[744] 슬래그 가공 제품
삼주,2024,[607] 수처리제
현진테크,2024,[209] 일반조명용 LED 램프
삼립엔지니어링,2024,[221] 수도꼭지
크린피아,2024,[303] 주방용 세제
영오산업,2024,[107] 문서파일류
길한산업,2024,[721] 합성수지 제품
광명전기,2024,[210] LED 등기구
퀘이사,2024,[210] LED 등기구
지엔원에너지,2024,[262] 히트펌프 시스템
SK네트웍스,2024,[801] 호텔 서비스
비전씨앤디,2024,[245] 투수 콘크리트 제품
한국제강,2024,[744] 슬래그 가공 제품
포항환경건설,2024,[743] 무기성 토목·건축 자재
우성케미칼,2024,[724] 생분해성 수지 제품
한국방염기술,2024,[765] 소화기
디엘아이엔지,2024,[209] 일반조명용 LED 램프
한빛라이팅,2024,[210] LED 등기구
명신수도,2024,[721] 합성수지 제품
빠라베에사,2024,[252] 장식용 합성수지 시트
대경트라움,2024,[767] 음식쓰레기 감량화 기기
종이와사람들,2024,[102] 사무용지
성경,2024,[743] 무기성 토목·건축 자재
대안화학,2024,[727] 바이오매스 유래 합성수지 제품
한국이콜랩,2024,[304] 업소용 식기세척기용 세제
신동아전자,2024,[225] 수도 계량기
호경,2024,[743] 무기성 토목·건축 자재
알프스21,2024,[209] 일반조명용 LED 램프
뉴퍼스,2024,[176] 교육용 목제 가구
파로스산업,2024,[721] 합성수지 제품
영진앵글,2024,[172] 가구
한국체육조경,2024,[257] 인조잔디 및 인조잔디 구성 부품
동신포리마,2024,[252] 장식용 합성수지 시트
씨·티,2024,[246] 실내용 바닥 장식재
근원알씨,2024,[746] 골재 및 미분말
중앙산업씨오,2024,[721] 합성수지 제품
아진라이텍,2024,[210] LED 등기구
한강풀산업,2024,[251] 접착제
푸른들,2024,[303] 주방용 세제
디아이디시스템,2024,[265] 발광다이오드 전광판
동연디자인,2024,[174] 사무용 칸막이
사회적협동조합 푸른하늘,2024,[265] 발광다이오드 전광판
케이앤피엘이디,2024,[210] LED 등기구
플러스콘,2024,[721] 합성수지 제품
리퓨터,2024,[147] 컴퓨터용 모니터
토탈라이팅,2024,[209] 일반조명용 LED 램프
성오방수건설,2024,[244] 건설용 방수재
엘지화학,2024,[725] 구조재용 합성수지 성형 원료
에이스텍코리아,2024,[103] 종이 점착테이프 및 종이 점착시트
피아산업,2024,[172] 가구
정우플로우,2024,[241] 페인트
에콘스,2024,[251] 접착제
미르이앤씨,2024,[250] 창호 및 창호부속품
중앙아스콘,2024,[743] 무기성 토목·건축 자재
효광이앤씨,2024,[608] 탈취제
중앙기업,2024,[721] 합성수지 제품
삼진콘크리트,2024,[245] 투수 콘크리트 제품
연성산업,2024,[721] 합성수지 제품
흥진환경,2024,[743] 무기성 토목·건축 자재
한본인더스트리,2024,[244] 건설용 방수재
앤우드,2024,[172] 가구
케이알이엠에스,2024,[210] LED 등기구
뉴세제코리아,2024,[304] 업소용 식기세척기용 세제
다이버시코리아,2024,[605] 산업용 세정제
아이앤에스,2024,[256] 장식용 인조피혁
그린콘크리트,2024,[745] 블록·타일·판재류
연리,2024,[724] 생분해성 수지 제품
에스앤씨,2024,[241] 페인트
파이프로,2024,[721] 합성수지 제품
에이치케이시스템,2024,[144] 개인용 컴퓨터
아이비씨스템,2024,[305] 다목적 세정제
한국장애인소비자연합 인쇄사업단,2024,[102] 사무용지
정다운일터,2024,[321] 화장지
라이브어스텍,2024,[241] 페인트
미래테크,2024,[705] 태양전지 사용 시설물
성동기업,2024,[245] 투수 콘크리트 제품
제일트레이딩,2024,[610] 제설제
씨에스켐텍,2024,[304] 업소용 식기세척기용 세제
워터피아인더스트리,2024,[221] 수도꼭지
라이템,2024,[210] LED 등기구
한국펄프,2024,[321] 화장지
예화엔지니어링,2024,[244] 건설용 방수재
동양전기산업,2024,[209] 일반조명용 LED 램프
유니시티코리아,2024,[307] 액상 세탁용 세제
삼태특수건설,2024,[241] 페인트
삼일화학공업,2024,[241] 페인트
일광,2024,[250] 창호 및 창호부속품
새풀상사,2024,[251] 접착제
이레피유산업,2024,[243] 보온·단열재
에스지생활안전,2024,[765] 소화기
한서코지,2024,[250] 창호 및 창호부속품
루미컴,2024,[209] 일반조명용 LED 램프
디알텍,2024,[225] 수도 계량기
탄용환경개발,2024,[743] 무기성 토목·건축 자재
에코웨이,2024,[228] 소변기
삼호환경,2024,[743] 무기성 토목·건축 자재
인성본드,2024,[251] 접착제
넥스톤,2024,[265] 발광다이오드 전광판
도영통상,2024,[102] 사무용지
스탠다드인터내셔널,2024,[228] 소변기
덕인페이퍼,2024,[101] 인쇄용지
보광기업,2024,[746] 골재 및 미분말
보성 장애인엘이디사업단,2024,[210] LED 등기구
시티컴,2024,[210] LED 등기구
남도테크닉스,2024,[210] LED 등기구
케이엘건설,2024,[241] 페인트
동천,2024,[243] 보온·단열재
아이비창호,2024,[250] 창호 및 창호부속품
라미그린텍,2024,[245] 투수 콘크리트 제품
대광산업,2024,[727] 바이오매스 합성수지 제품
무림페이퍼서울사무소,2024,[101] 인쇄용지
세계로,2024,[174] 사무용 칸막이
사회복지법인주내자육원,2024,[483] 침대
마페이코리아,2024,[251] 접착제
펀스케이프,2024,[257] 인조잔디 및 인조잔디 구성 부품
남주포장산업,2024,[721] 합성수지 제품
경도화학공업,2024,[241] 페인트
코리아이앤에스,2024,[722] 고무제품
사회복지법인두리,2024,[321] 화장지
씨제이이엔엠,2024,[727] 바이오매스 합성수지 제품
부국,2024,[250] 창호 및 창호부속품
이노아,2024,[222] 샤워헤드 및 수도꼭지 절수 부속
케이앤퍼스,2024,[174] 사무용 칸막이
대도이앤알,2024,[743] 무기성 토목·건축 자재
호남풀상사,2024,[251] 접착제
영진산업,2024,[722] 고무제품
동해,2024,[483] 침대
뉴테크우드코리아,2024,[726] 목재.합성수지 복합 성형 제품
금호창호,2024,[172] 가구
동림아스콘앤레미콘,2024,[743] 무기성 토목·건축 자재
드림인디자인,2024,[241] 페인트
가온우드,2024,[243] 보온·단열재
대전광역시청,2024,[101] 인쇄용지
케이엔조명,2024,[210] LED 등기구
고양산업,2024,[743] 무기성 토목·건축 자재
주주에너지,2024,[746] 골재 및 미분말
동규화학공업,2024,[241] 페인트
에스아이디어코스틱,2024,[248] 벽 및 천장 마감재
유수,2024,[265] 발광다이오드 전광판
일성건설,2024,[743] 무기성 토목·건축 자재
한수도로산업,2024,[743] 무기성 토목·건축 자재
제이엠디피,2024,[610] 제설제
파인젠,2024,[610] 제설제
엘엑스인터내셔널,2024,[724] 생분해성 수지 제품
예림,2024,[248] 벽 및 천장 마감재
금성개발,2024,[743] 무기성 토목·건축 자재
선영테크,2024,[743] 무기성 토목·건축 자재
오라시스템,2024,[265] 발광다이오드 전광판
지비이노베이션,2024,[241] 페인트
삼성필름,2024,[252] 장식용 합성수지 시트
아이에이엠티,2024,[246] 실내용 바닥 장식재
보령해운개발,2024,[746] 골재 및 미분말
우드라이프,2024,[252] 장식용 합성수지 시트
대천화학,2024,[721] 합성수지 제품
청춘세탁 전주에코점,2024,[805] 세탁 서비스
안성테라죠,2024,[246] 실내용 바닥 장식재
남도환경,2024,[745] 블록·타일·판재류
에스와이코리아,2024,[221] 수도꼭지
애니우드,2024,[723] 목재 성형제품
황금이엔씨,2024,[244] 건설용 방수재
파이어폭스,2024,[765] 소화기
에이엘텍,2024,[210] LED 등기구
로드라이트,2024,[209] 일반조명용 LED 램프
장애인생산품판매지원협회자립작업장,2024,[721] 합성수지 제품
애드트로닉,2024,[265] 발광다이오드 전광판
도가테크,2024,[265] 발광다이오드 전광판
필드터프승목,2024,[257] 인조잔디 및 인조잔디 구성 부품
진성기업,2024,[176] 교육용 목제 가구
나인 파트너스,2024,[246] 실내용 바닥 장식재
화랑안전,2024,[241] 페인트
청풍건설,2024,[241] 페인트
한국신화,2024,[241] 페인트
에스엠소재,2024,[746] 골재 및 미분말
삼진우드,2024,[723] 목재 성형제품
